Genus	SubPathway	numKO
Turicibacter	RNA_degradation	6
4	Nucleotide_excision_repair	5
7	Nucleotide_excision_repair	5
Lactobacillus	Nucleotide_excision_repair	4
5	Nucleotide_excision_repair	5
Pseudomonas	Nucleotide_excision_repair	5
6	Nucleotide_excision_repair	5
Ruminococcus	Nucleotide_excision_repair	5
Oscillospira	Nucleotide_excision_repair	5
3	Nucleotide_excision_repair	5
Turicibacter	Nucleotide_excision_repair	5
8	Nucleotide_excision_repair	5
Bacteroides	Nucleotide_excision_repair	5
rc4-4	Nucleotide_excision_repair	5
[Ruminococcus]	Nucleotide_excision_repair	4
Coprococcus	Nucleotide_excision_repair	5
Anaeroplasma	Nucleotide_excision_repair	4
9	Nucleotide_excision_repair	4
Oscillospira	RNA_degradation	6
Ruminococcus	RNA_degradation	5
8	Cationic_antimicrobial_peptide_CAMP_resistance	2
4	Ribosome_biogenesis_in_eukaryotes	1
7	Ribosome_biogenesis_in_eukaryotes	1
Lactobacillus	Ribosome_biogenesis_in_eukaryotes	1
5	Ribosome_biogenesis_in_eukaryotes	1
Pseudomonas	Ribosome_biogenesis_in_eukaryotes	3
6	Ribosome_biogenesis_in_eukaryotes	1
Ruminococcus	Ribosome_biogenesis_in_eukaryotes	1
Oscillospira	Ribosome_biogenesis_in_eukaryotes	1
3	Ribosome_biogenesis_in_eukaryotes	1
Turicibacter	Ribosome_biogenesis_in_eukaryotes	1
8	Ribosome_biogenesis_in_eukaryotes	2
Bacteroides	Ribosome_biogenesis_in_eukaryotes	1
rc4-4	Ribosome_biogenesis_in_eukaryotes	1
[Ruminococcus]	Ribosome_biogenesis_in_eukaryotes	1
Coprococcus	Ribosome_biogenesis_in_eukaryotes	1
Anaeroplasma	Ribosome_biogenesis_in_eukaryotes	1
9	Ribosome_biogenesis_in_eukaryotes	1
Lactobacillus	Lipoic_acid_metabolism	1
5	Lipoic_acid_metabolism	1
6	Lipoic_acid_metabolism	1
Ruminococcus	Lipoic_acid_metabolism	1
Oscillospira	Lipoic_acid_metabolism	1
Turicibacter	Lipoic_acid_metabolism	1
rc4-4	Lipoic_acid_metabolism	1
Anaeroplasma	Lipoic_acid_metabolism	1
9	Lipoic_acid_metabolism	1
Coprococcus	Lipoic_acid_metabolism	1
4	Phosphonate_and_phosphinate_metabolism	2
Lactobacillus	Phosphonate_and_phosphinate_metabolism	1
6	Phosphonate_and_phosphinate_metabolism	2
8	Phosphonate_and_phosphinate_metabolism	2
[Ruminococcus]	Phosphonate_and_phosphinate_metabolism	1
rc4-4	Taurine_and_hypotaurine_metabolism	2
8	Aminobenzoate_degradation	1
5	Drug_metabolism_-_other_enzymes	1
7	Drug_metabolism_-_other_enzymes	1
Anaeroplasma	RNA_degradation	4
9	RNA_degradation	4
4	Protein_processing_in_endoplasmic_reticulum	2
7	Protein_processing_in_endoplasmic_reticulum	2
5	Protein_processing_in_endoplasmic_reticulum	2
Pseudomonas	Protein_processing_in_endoplasmic_reticulum	2
6	Protein_processing_in_endoplasmic_reticulum	1
Ruminococcus	Protein_processing_in_endoplasmic_reticulum	2
Oscillospira	Protein_processing_in_endoplasmic_reticulum	2
3	Protein_processing_in_endoplasmic_reticulum	2
Turicibacter	Protein_processing_in_endoplasmic_reticulum	2
8	Protein_processing_in_endoplasmic_reticulum	1
Bacteroides	Protein_processing_in_endoplasmic_reticulum	2
rc4-4	Protein_processing_in_endoplasmic_reticulum	2
[Ruminococcus]	Protein_processing_in_endoplasmic_reticulum	1
Coprococcus	Protein_processing_in_endoplasmic_reticulum	1
Pseudomonas	Streptomycin_biosynthesis	1
4	FoxO_signaling_pathway	1
Pseudomonas	FoxO_signaling_pathway	1
6	FoxO_signaling_pathway	1
5	FoxO_signaling_pathway	1
Oscillospira	FoxO_signaling_pathway	1
3	FoxO_signaling_pathway	1
7	FoxO_signaling_pathway	1
Turicibacter	FoxO_signaling_pathway	1
8	FoxO_signaling_pathway	1
Bacteroides	FoxO_signaling_pathway	1
rc4-4	FoxO_signaling_pathway	1
Anaeroplasma	FoxO_signaling_pathway	1
9	FoxO_signaling_pathway	1
Coprococcus	FoxO_signaling_pathway	1
5	Peroxisome	1
6	Peroxisome	1
7	Peroxisome	1
Turicibacter	Peroxisome	1
8	Peroxisome	1
[Ruminococcus]	Peroxisome	1
7	Biosynthesis_of_siderophore_group_nonribosomal_peptides	1
Pseudomonas	Monobactam_biosynthesis	1
Pseudomonas	Bisphenol_degradation	1
Pseudomonas	Salmonella_infection	2
8	Salmonella_infection	2
3	Phosphonate_and_phosphinate_metabolism	1
rc4-4	Phosphonate_and_phosphinate_metabolism	1
Turicibacter	Vitamin_B6_metabolism	2
Anaeroplasma	Mismatch_repair	1
9	Mismatch_repair	1
rc4-4	Nitrotoluene_degradation	2
8	Starch_and_sucrose_metabolism	1
7	Insulin_signaling_pathway	1
6	Insulin_signaling_pathway	1
Ruminococcus	Insulin_signaling_pathway	1
Oscillospira	Insulin_signaling_pathway	1
Turicibacter	Insulin_signaling_pathway	1
Bacteroides	Insulin_signaling_pathway	1
[Ruminococcus]	Insulin_signaling_pathway	1
Coprococcus	Insulin_signaling_pathway	1
Pseudomonas	Mineral_absorption	1
6	Mineral_absorption	1
7	Mineral_absorption	1
8	Mineral_absorption	1
rc4-4	Mineral_absorption	1
Pseudomonas	Pertussis	3
8	Pertussis	2
4	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
7	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
5	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
Pseudomonas	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
6	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
Ruminococcus	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
Oscillospira	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
3	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
Turicibacter	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
8	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
Bacteroides	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
rc4-4	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
[Ruminococcus]	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
Coprococcus	Epithelial_cell_signaling_in_Helicobacter_pylori_infection	1
Ruminococcus	Phosphotransferase_system_PTS	1
Turicibacter	Phosphotransferase_system_PTS	1
Anaeroplasma	Phosphotransferase_system_PTS	1
9	Phosphotransferase_system_PTS	1
Turicibacter	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	1
Pseudomonas	Retinol_metabolism	1
Pseudomonas	Carotenoid_biosynthesis	1
Ruminococcus	Carotenoid_biosynthesis	1
Pseudomonas	Biosynthesis_of_unsaturated_fatty_acids	4
Turicibacter	Biosynthesis_of_unsaturated_fatty_acids	1
8	Nitrotoluene_degradation	2
Pseudomonas	Nitrotoluene_degradation	1
Pseudomonas	Cyanoamino_acid_metabolism	3
6	Penicillin_and_cephalosporin_biosynthesis	1
6	Staphylococcus_aureus_infection	1
Coprococcus	Staphylococcus_aureus_infection	1
Pseudomonas	Systemic_lupus_erythematosus	1
5	Carbon_fixation_in_photosynthetic_organisms	1
Lactobacillus	Riboflavin_metabolism	1
Ruminococcus	Riboflavin_metabolism	1
[Ruminococcus]	Riboflavin_metabolism	1
Anaeroplasma	Riboflavin_metabolism	1
9	Riboflavin_metabolism	1
3	Sulfur_metabolism	1
4	Bacterial_secretion_system	1
3	Bacterial_secretion_system	1
Bacteroides	Bacterial_secretion_system	1
3	Steroid_hormone_biosynthesis	1
Pseudomonas	Plant-pathogen_interaction	1
7	Fatty_acid_degradation	1
Anaeroplasma	Terpenoid_backbone_biosynthesis	1
9	Terpenoid_backbone_biosynthesis	1
7	Amoebiasis	1
5	Amoebiasis	1
6	Amoebiasis	1
Oscillospira	Amoebiasis	1
Coprococcus	Amoebiasis	1
Lactobacillus	Protein_processing_in_endoplasmic_reticulum	1
Pseudomonas	Biosynthesis_of_type_II_polyketide_products	1
Pseudomonas	African_trypanosomiasis	1
7	African_trypanosomiasis	1
