OTU_ID	Cef2dayrec21	Cef2dayrec22	Cef2dayrec23	Cef2dayrec25	Cef2dayrec26	Cef2dayrec28	Cef6wkrec13	Cef6wkrec14	Cef6wkrec15	Cef6wkrec16	Cef6wkrec17	Cef6wkrec18	Cef6wkrec19	Cef6wkrec20	NoAbx29	NoAbx31	NoAbx32	NoAbx33	NoAbx34	NoAbx35	NoAbx36	NoAbx6wkrec37	NoAbx6wkrec38	NoAbx6wkrec39	NoAbx6wkrec40	NoAbx6wkrec41	NoAbx6wkrec42	NoAbx6wkrec43	NoAbx6wkrec44
152381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
193463	0	0	0	0	0	0	0	0	0	0	1	0	2	2	1	0	0	0	1	0	0	3	0	0	0	1	0	1	2
262247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	2	0	0	0	0	0
259983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
4411295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
192206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0
177271	0	0	0	0	0	0	1	1	8	6	1	0	0	1	0	3	5	0	2	0	4	1	0	1	0	1	3	3	0
183675	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	2	1
185587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	4	0	0	1
185854	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187078	0	0	0	0	0	0	13	0	0	0	0	0	0	0	30	27	28	11	4	8	17	8	16	8	13	12	26	10	21
269172	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	1	1	0	0	0	3	0	0	0	0	1	0
258423	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0
326816	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
177291	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	5	0	1	0	1	0	0	0	0	0	0	0
199137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
276312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
176877	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
340139	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	2	0	2	0	0	1	1	0	0	1	1	0
262410	0	0	0	0	0	0	4	5	10	3	4	2	4	22	2	5	2	1	5	3	3	3	2	4	1	4	3	5	0
198964	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	2	0	1	1	2	1	1	1	3	2	2	2	5
227967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
271500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1566691	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0
355822	0	0	0	0	0	0	2	0	1	2	1	10	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	1
192664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
259557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	4	0	3	0	0	3	0	6	7	5	1	3
261799	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
4435934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
194692	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
209030	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	6	1	0	2	1	2	6	2	6	2	6	3	1
271563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
266247	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1
259275	0	0	0	0	0	0	0	0	3	4	3	4	6	5	0	0	0	0	0	0	1	0	0	0	5	2	0	1	0
389282	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	4	4	0	0	0	1	4	2	6	1	1	1	1
197765	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0
270396	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
268538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
181603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
177195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
175876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
174782	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
716984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
270385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
4357315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
173245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1
306469	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
179907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
316008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
176118	0	0	0	0	0	0	1	14	14	13	0	0	5	6	0	0	0	0	0	7	3	0	1	2	6	2	0	0	0
833390	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0
213896	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	7	0	0	0	2	2	1	0	0	0
4402077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2251904	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272595	0	0	0	0	0	0	1	0	1	2	1	0	0	0	1	1	0	1	0	2	0	1	0	0	1	0	4	6	1
307416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	4	2	0	0	1	0	0	1	1	7	0	0	0
332507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
275974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
258550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
273640	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135956	418	425	416	321	278	423	1	1	1	3	3	1	1	2	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1
177068	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	1
321484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
319158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3172945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
330201	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
265280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
335183	0	0	0	0	0	0	3	2	1	0	0	0	1	3	0	3	2	0	1	4	0	1	0	0	0	1	0	1	0
838685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	67	0
203713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	1	1	0	1	2	3	1	1	0	0
4418586	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
214603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
271944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
174320	0	0	0	0	0	0	0	0	5	11	2	5	4	5	0	0	0	0	3	1	1	0	0	0	0	0	1	3	0
